experiment_id,axis,condition,nominal_fraction,sample_id,work_id,seed,key_id,language,n_tokens,n_chars,ai_generated_tokens,ai_generated_fraction,retained_human_fraction,detector_score,threshold,detected,n_scored_positions,semantic_sim_vs_original,edit_distance_vs_original,timestamp
246,fraction_geometry,contiguous,0.02,1661_1,1661,17345,075c5cf8,en,256,1169,5,0.01953125,0.98046875,0.4996031746031746,0.5278688524590164,False,252,0.999979974012188,5,2026-08-15T16:28:55
247,fraction_geometry,contiguous,0.05,1661_1,1661,17345,075c5cf8,en,256,1151,13,0.05078125,0.94921875,0.5051587301587301,0.5278688524590164,False,252,0.9999679521460743,13,2026-08-15T16:28:55
248,fraction_geometry,contiguous,0.1,1661_1,1661,17345,075c5cf8,en,256,1133,26,0.1015625,0.8984375,0.5146825396825396,0.5278688524590164,False,252,0.9999309076700577,26,2026-08-15T16:28:55
249,fraction_geometry,contiguous,0.15,1661_1,1661,17345,075c5cf8,en,256,1138,38,0.1484375,0.8515625,0.5265873015873016,0.5278688524590164,False,252,0.9997993424714414,38,2026-08-15T16:28:55
250,fraction_geometry,contiguous,0.2,1661_1,1661,17345,075c5cf8,en,256,1125,51,0.19921875,0.80078125,0.5357142857142857,0.5278688524590164,True,252,0.9998049015833927,51,2026-08-15T16:28:55
251,fraction_geometry,contiguous,0.25,1661_1,1661,17345,075c5cf8,en,256,1114,64,0.25,0.75,0.5531746031746032,0.5278688524590164,True,252,0.9997037275073073,63,2026-08-15T16:28:55
252,fraction_geometry,contiguous,0.3,1661_1,1661,17345,075c5cf8,en,256,1108,77,0.30078125,0.69921875,0.5619047619047619,0.5278688524590164,True,252,0.999651128577109,75,2026-08-15T16:28:55
253,fraction_geometry,contiguous,0.5,1661_1,1661,17345,075c5cf8,en,256,1091,128,0.5,0.5,0.5900398406374502,0.5278688524590164,True,251,0.9988393995257264,123,2026-08-15T16:28:55
254,fraction_geometry,contiguous,0.75,1661_1,1661,17345,075c5cf8,en,256,1099,192,0.75,0.25,0.6290836653386455,0.5278688524590164,True,251,0.9977868214131741,184,2026-08-15T16:28:55
255,fraction_geometry,contiguous,1.0,1661_1,1661,17345,075c5cf8,en,256,1069,256,1.0,0.0,0.6749003984063745,0.5278688524590164,True,251,0.9959497994350943,245,2026-08-15T16:28:55
256,fraction_geometry,scattered,0.02,1661_1,1661,17345,075c5cf8,en,256,1183,5,0.01953125,0.98046875,0.4992063492063492,0.5278688524590164,False,252,0.9999593313311724,5,2026-08-15T16:28:55
257,fraction_geometry,scattered,0.05,1661_1,1661,17345,075c5cf8,en,256,1189,13,0.05078125,0.94921875,0.498015873015873,0.5278688524590164,False,252,0.9997651796947218,13,2026-08-15T16:28:55
258,fraction_geometry,scattered,0.1,1661_1,1661,17345,075c5cf8,en,256,1191,26,0.1015625,0.8984375,0.49603174603174605,0.5278688524590164,False,252,0.9996279592462889,26,2026-08-15T16:28:55
259,fraction_geometry,scattered,0.15,1661_1,1661,17345,075c5cf8,en,256,1203,38,0.1484375,0.8515625,0.5126984126984127,0.5278688524590164,False,252,0.9996747526543777,38,2026-08-15T16:28:55
260,fraction_geometry,scattered,0.2,1661_1,1661,17345,075c5cf8,en,256,1198,51,0.19921875,0.80078125,0.5238095238095238,0.5278688524590164,False,252,0.9994182915208176,50,2026-08-15T16:28:55
261,fraction_geometry,scattered,0.25,1661_1,1661,17345,075c5cf8,en,256,1207,64,0.25,0.75,0.5325396825396825,0.5278688524590164,True,252,0.999233954626956,62,2026-08-15T16:28:55
262,fraction_geometry,scattered,0.3,1661_1,1661,17345,075c5cf8,en,256,1197,77,0.30078125,0.69921875,0.5380952380952381,0.5278688524590164,True,252,0.9993420218322189,75,2026-08-15T16:28:55
263,fraction_geometry,scattered,0.5,1661_1,1661,17345,075c5cf8,en,256,1146,128,0.5,0.5,0.5721115537848606,0.5278688524590164,True,251,0.9985862568852677,126,2026-08-15T16:28:55
264,fraction_geometry,scattered,0.75,1661_1,1661,17345,075c5cf8,en,256,1120,192,0.75,0.25,0.6219123505976095,0.5278688524590164,True,251,0.9981987913340352,187,2026-08-15T16:28:55
265,fraction_geometry,scattered,1.0,1661_1,1661,17345,075c5cf8,en,256,1063,255,0.99609375,0.00390625,0.6717131474103586,0.5278688524590164,True,251,0.9960357714132105,245,2026-08-15T16:28:55
266,fraction_geometry,sentence,0.02,1661_1,1661,17345,075c5cf8,en,256,1190,12,0.046875,0.953125,0.5075396825396825,0.5278688524590164,False,252,0.9998194885189002,10,2026-08-15T16:28:55
267,fraction_geometry,sentence,0.05,1661_1,1661,17345,075c5cf8,en,256,1177,23,0.08984375,0.91015625,0.5123015873015873,0.5278688524590164,False,252,0.9998186304128401,21,2026-08-15T16:28:55
268,fraction_geometry,sentence,0.1,1661_1,1661,17345,075c5cf8,en,256,1120,89,0.34765625,0.65234375,0.5634920634920635,0.5278688524590164,True,252,0.9990759919735859,86,2026-08-15T16:28:55
269,fraction_geometry,sentence,0.15,1661_1,1661,17345,075c5cf8,en,256,1120,89,0.34765625,0.65234375,0.5634920634920635,0.5278688524590164,True,252,0.9990759919735859,86,2026-08-15T16:28:55
270,fraction_geometry,sentence,0.2,1661_1,1661,17345,075c5cf8,en,256,1120,89,0.34765625,0.65234375,0.5634920634920635,0.5278688524590164,True,252,0.9990759919735859,86,2026-08-15T16:28:55
271,fraction_geometry,sentence,0.25,1661_1,1661,17345,075c5cf8,en,256,1120,89,0.34765625,0.65234375,0.5634920634920635,0.5278688524590164,True,252,0.9990759919735859,86,2026-08-15T16:28:55
272,fraction_geometry,sentence,0.3,1661_1,1661,17345,075c5cf8,en,256,1120,89,0.34765625,0.65234375,0.5634920634920635,0.5278688524590164,True,252,0.9990759919735859,86,2026-08-15T16:28:55
273,fraction_geometry,sentence,0.5,1661_1,1661,17345,075c5cf8,en,256,1101,156,0.609375,0.390625,0.6131474103585658,0.5278688524590164,True,251,0.997548171008201,148,2026-08-15T16:28:55
274,fraction_geometry,sentence,0.75,1661_1,1661,17345,075c5cf8,en,256,1111,205,0.80078125,0.19921875,0.6390438247011953,0.5278688524590164,True,251,0.9964700545245347,195,2026-08-15T16:28:55
275,fraction_geometry,sentence,1.0,1661_1,1661,17345,075c5cf8,en,256,1069,256,1.0,0.0,0.6749003984063745,0.5278688524590164,True,251,0.9959497994350943,245,2026-08-15T16:28:55
276,fraction_geometry,paragraph,0.02,1661_1,1661,17345,075c5cf8,en,256,1095,180,0.703125,0.296875,0.6187250996015936,0.5278688524590164,True,251,0.9973864169661869,172,2026-08-15T16:28:55
277,fraction_geometry,paragraph,0.05,1661_1,1661,17345,075c5cf8,en,256,1095,180,0.703125,0.296875,0.6187250996015936,0.5278688524590164,True,251,0.9973864169661869,172,2026-08-15T16:28:55
278,fraction_geometry,paragraph,0.1,1661_1,1661,17345,075c5cf8,en,256,1095,180,0.703125,0.296875,0.6187250996015936,0.5278688524590164,True,251,0.9973864169661869,172,2026-08-15T16:28:55
279,fraction_geometry,paragraph,0.15,1661_1,1661,17345,075c5cf8,en,256,1095,180,0.703125,0.296875,0.6187250996015936,0.5278688524590164,True,251,0.9973864169661869,172,2026-08-15T16:28:55
280,fraction_geometry,paragraph,0.2,1661_1,1661,17345,075c5cf8,en,256,1095,180,0.703125,0.296875,0.6187250996015936,0.5278688524590164,True,251,0.9973864169661869,172,2026-08-15T16:28:55
281,fraction_geometry,paragraph,0.25,1661_1,1661,17345,075c5cf8,en,256,1095,180,0.703125,0.296875,0.6187250996015936,0.5278688524590164,True,251,0.9973864169661869,172,2026-08-15T16:28:55
282,fraction_geometry,paragraph,0.3,1661_1,1661,17345,075c5cf8,en,256,1095,180,0.703125,0.296875,0.6187250996015936,0.5278688524590164,True,251,0.9973864169661869,172,2026-08-15T16:28:55
283,fraction_geometry,paragraph,0.5,1661_1,1661,17345,075c5cf8,en,256,1095,180,0.703125,0.296875,0.6187250996015936,0.5278688524590164,True,251,0.9973864169661869,172,2026-08-15T16:28:55
284,fraction_geometry,paragraph,0.75,1661_1,1661,17345,075c5cf8,en,256,1069,256,1.0,0.0,0.6749003984063745,0.5278688524590164,True,251,0.9959497994350943,245,2026-08-15T16:28:55
285,fraction_geometry,paragraph,1.0,1661_1,1661,17345,075c5cf8,en,256,1069,256,1.0,0.0,0.6749003984063745,0.5278688524590164,True,251,0.9959497994350943,245,2026-08-15T16:28:55
286,edit_mode,spelling,0.01953125,1661_1,1661,17345,075c5cf8,en,256,1183,5,0.01953125,0.98046875,0.4992063492063492,0.5278688524590164,False,252,0.9999593313311724,5,2026-08-15T16:28:55
287,edit_mode,grammar,0.0390625,1661_1,1661,17345,075c5cf8,en,256,1186,10,0.0390625,0.9609375,0.5091269841269841,0.5278688524590164,False,252,0.999879420219878,10,2026-08-15T16:28:55
288,edit_mode,punctuation,0.01953125,1661_1,1661,17345,075c5cf8,en,256,1183,5,0.01953125,0.98046875,0.4992063492063492,0.5278688524590164,False,252,0.9999593313311724,5,2026-08-15T16:28:55
289,edit_mode,light_copyedit,0.078125,1661_1,1661,17345,075c5cf8,en,256,1181,20,0.078125,0.921875,0.5095238095238095,0.5278688524590164,False,252,0.9998739770874309,20,2026-08-15T16:28:55
290,edit_mode,sentence_rewrite,0.05078125,1661_1,1661,17345,075c5cf8,en,256,1165,13,0.05078125,0.94921875,0.5043650793650793,0.5278688524590164,False,252,0.9998326677274345,13,2026-08-15T16:28:55
291,edit_mode,paragraph_rewrite,0.296875,1661_1,1661,17345,075c5cf8,en,256,1146,76,0.296875,0.703125,0.5503968253968254,0.5278688524590164,True,252,0.999854639865575,74,2026-08-15T16:28:55
292,edit_mode,added_paragraph,0.16339869281045752,1661_1,1661,17345,075c5cf8,en,306,1376,50,0.16339869281045752,0.8366013071895425,0.5294701986754967,0.5278688524590164,True,302,0.9999800185979949,50,2026-08-15T16:28:55
293,edit_mode,ai_intro_conclusion,0.189873417721519,1661_1,1661,17345,075c5cf8,en,316,1414,60,0.189873417721519,0.810126582278481,0.5317307692307692,0.5278688524590164,True,312,0.9998931391564874,60,2026-08-15T16:28:55
294,baseline,human,0.0,1661_2,1661,18345,075c5cf8,en,256,1060,0,0.0,1.0,0.5212244897959184,0.5278688524590164,False,245,1.0000000000000002,0,2026-08-15T16:28:55
295,fraction_geometry,contiguous,0.02,1661_2,1661,18345,075c5cf8,en,256,1065,5,0.01953125,0.98046875,0.5244897959183673,0.5278688524590164,False,245,0.9999643931303955,5,2026-08-15T16:28:55
296,fraction_geometry,contiguous,0.05,1661_2,1661,18345,075c5cf8,en,256,1053,13,0.05078125,0.94921875,0.5232653061224489,0.5278688524590164,False,245,0.9999470884355653,13,2026-08-15T16:28:55
297,fraction_geometry,contiguous,0.1,1661_2,1661,18345,075c5cf8,en,256,1048,26,0.1015625,0.8984375,0.529795918367347,0.5278688524590164,True,245,0.9999393444002527,26,2026-08-15T16:28:55
298,fraction_geometry,contiguous,0.15,1661_2,1661,18345,075c5cf8,en,256,1064,38,0.1484375,0.8515625,0.5387755102040817,0.5278688524590164,True,245,0.9999060427163972,37,2026-08-15T16:28:55
299,fraction_geometry,contiguous,0.2,1661_2,1661,18345,075c5cf8,en,256,1065,51,0.19921875,0.80078125,0.5432653061224489,0.5278688524590164,True,245,0.9998743075838347,49,2026-08-15T16:28:55
300,fraction_geometry,contiguous,0.25,1661_2,1661,18345,075c5cf8,en,256,1070,64,0.25,0.75,0.5493877551020409,0.5278688524590164,True,245,0.9998122423841387,61,2026-08-15T16:28:55
301,fraction_geometry,contiguous,0.3,1661_2,1661,18345,075c5cf8,en,256,1077,77,0.30078125,0.69921875,0.5595918367346939,0.5278688524590164,True,245,0.9996206490666718,74,2026-08-15T16:28:55
302,fraction_geometry,contiguous,0.5,1661_2,1661,18345,075c5cf8,en,256,1120,128,0.5,0.5,0.5936507936507937,0.5278688524590164,True,252,0.9993876074740755,123,2026-08-15T16:28:55
303,fraction_geometry,contiguous,0.75,1661_2,1661,18345,075c5cf8,en,256,1198,192,0.75,0.25,0.616,0.5278688524590164,True,250,0.9985870797435565,185,2026-08-15T16:28:55
304,fraction_geometry,contiguous,1.0,1661_2,1661,18345,075c5cf8,en,256,1278,256,1.0,0.0,0.6576,0.5278688524590164,True,250,0.9973939860156364,248,2026-08-15T16:28:55
305,fraction_geometry,scattered,0.02,1661_2,1661,18345,075c5cf8,en,256,1070,5,0.01953125,0.98046875,0.5195918367346939,0.5278688524590164,False,245,0.9999787328414994,5,2026-08-15T16:28:55
306,fraction_geometry,scattered,0.05,1661_2,1661,18345,075c5cf8,en,256,1071,13,0.05078125,0.94921875,0.5182926829268293,0.5278688524590164,False,246,0.9999129228619281,13,2026-08-15T16:28:55
307,fraction_geometry,scattered,0.1,1661_2,1661,18345,075c5cf8,en,256,1083,26,0.1015625,0.8984375,0.5235772357723577,0.5278688524590164,False,246,0.9998576771017589,26,2026-08-15T16:28:55
308,fraction_geometry,scattered,0.15,1661_2,1661,18345,075c5cf8,en,256,1090,38,0.1484375,0.8515625,0.5303643724696356,0.5278688524590164,True,247,0.9998696878885859,38,2026-08-15T16:28:55
309,fraction_geometry,scattered,0.2,1661_2,1661,18345,075c5cf8,en,256,1120,51,0.19921875,0.80078125,0.534008097165992,0.5278688524590164,True,247,0.9997989383661544,51,2026-08-15T16:28:55
310,fraction_geometry,scattered,0.25,1661_2,1661,18345,075c5cf8,en,256,1148,64,0.25,0.75,0.5463709677419355,0.5278688524590164,True,248,0.9997488362612423,64,2026-08-15T16:28:55
311,fraction_geometry,scattered,0.3,1661_2,1661,18345,075c5cf8,en,256,1164,77,0.30078125,0.69921875,0.5576,0.5278688524590164,True,250,0.9996683991385603,76,2026-08-15T16:28:55
312,fraction_geometry,scattered,0.5,1661_2,1661,18345,075c5cf8,en,256,1226,128,0.5,0.5,0.5813492063492064,0.5278688524590164,True,252,0.9993656480777717,124,2026-08-15T16:28:55
313,fraction_geometry,scattered,0.75,1661_2,1661,18345,075c5cf8,en,256,1253,192,0.75,0.25,0.6159362549800796,0.5278688524590164,True,251,0.9986801231507525,186,2026-08-15T16:28:55
314,fraction_geometry,scattered,1.0,1661_2,1661,18345,075c5cf8,en,256,1275,255,0.99609375,0.00390625,0.6584,0.5278688524590164,True,250,0.9974663197664365,247,2026-08-15T16:28:55
315,fraction_geometry,sentence,0.02,1661_2,1661,18345,075c5cf8,en,256,1111,18,0.0703125,0.9296875,0.5255060728744939,0.5278688524590164,False,247,0.9997508003079802,18,2026-08-15T16:28:55
316,fraction_geometry,sentence,0.05,1661_2,1661,18345,075c5cf8,en,256,1111,18,0.0703125,0.9296875,0.5255060728744939,0.5278688524590164,False,247,0.9997508003079802,18,2026-08-15T16:28:55
317,fraction_geometry,sentence,0.1,1661_2,1661,18345,075c5cf8,en,256,1124,43,0.16796875,0.83203125,0.5471774193548387,0.5278688524590164,True,248,0.9994168872344098,43,2026-08-15T16:28:55
318,fraction_geometry,sentence,0.15,1661_2,1661,18345,075c5cf8,en,256,1124,43,0.16796875,0.83203125,0.5471774193548387,0.5278688524590164,True,248,0.9994168872344098,43,2026-08-15T16:28:55
319,fraction_geometry,sentence,0.2,1661_2,1661,18345,075c5cf8,en,256,1123,61,0.23828125,0.76171875,0.5504032258064516,0.5278688524590164,True,248,0.999514293089471,61,2026-08-15T16:28:55
320,fraction_geometry,sentence,0.25,1661_2,1661,18345,075c5cf8,en,256,1140,118,0.4609375,0.5390625,0.5794354838709678,0.5278688524590164,True,248,0.9987433625422697,115,2026-08-15T16:28:55
321,fraction_geometry,sentence,0.3,1661_2,1661,18345,075c5cf8,en,256,1140,118,0.4609375,0.5390625,0.5794354838709678,0.5278688524590164,True,248,0.9987433625422697,115,2026-08-15T16:28:55
322,fraction_geometry,sentence,0.5,1661_2,1661,18345,075c5cf8,en,256,1182,165,0.64453125,0.35546875,0.6174603174603175,0.5278688524590164,True,252,0.998316694235043,160,2026-08-15T16:28:55
323,fraction_geometry,sentence,0.75,1661_2,1661,18345,075c5cf8,en,256,1274,224,0.875,0.125,0.6346613545816733,0.5278688524590164,True,251,0.9977579319360479,217,2026-08-15T16:28:55
324,fraction_geometry,sentence,1.0,1661_2,1661,18345,075c5cf8,en,256,1278,256,1.0,0.0,0.6576,0.5278688524590164,True,250,0.9973939860156364,248,2026-08-15T16:28:55
325,fraction_geometry,paragraph,0.02,1661_2,1661,18345,075c5cf8,en,256,1278,256,1.0,0.0,0.6576,0.5278688524590164,True,250,0.9973939860156364,248,2026-08-15T16:28:55
326,fraction_geometry,paragraph,0.05,1661_2,1661,18345,075c5cf8,en,256,1278,256,1.0,0.0,0.6576,0.5278688524590164,True,250,0.9973939860156364,248,2026-08-15T16:28:55
327,fraction_geometry,paragraph,0.1,1661_2,1661,18345,075c5cf8,en,256,1278,256,1.0,0.0,0.6576,0.5278688524590164,True,250,0.9973939860156364,248,2026-08-15T16:28:55
328,fraction_geometry,paragraph,0.15,1661_2,1661,18345,075c5cf8,en,256,1278,256,1.0,0.0,0.6576,0.5278688524590164,True,250,0.9973939860156364,248,2026-08-15T16:28:55
329,fraction_geometry,paragraph,0.2,1661_2,1661,18345,075c5cf8,en,256,1278,256,1.0,0.0,0.6576,0.5278688524590164,True,250,0.9973939860156364,248,2026-08-15T16:28:55
330,fraction_geometry,paragraph,0.25,1661_2,1661,18345,075c5cf8,en,256,1278,256,1.0,0.0,0.6576,0.5278688524590164,True,250,0.9973939860156364,248,2026-08-15T16:28:55
331,fraction_geometry,paragraph,0.3,1661_2,1661,18345,075c5cf8,en,256,1278,256,1.0,0.0,0.6576,0.5278688524590164,True,250,0.9973939860156364,248,2026-08-15T16:28:55
332,fraction_geometry,paragraph,0.5,1661_2,1661,18345,075c5cf8,en,256,1278,256,1.0,0.0,0.6576,0.5278688524590164,True,250,0.9973939860156364,248,2026-08-15T16:28:55
333,fraction_geometry,paragraph,0.75,1661_2,1661,18345,075c5cf8,en,256,1278,256,1.0,0.0,0.6576,0.5278688524590164,True,250,0.9973939860156364,248,2026-08-15T16:28:55
334,fraction_geometry,paragraph,1.0,1661_2,1661,18345,075c5cf8,en,256,1278,256,1.0,0.0,0.6576,0.5278688524590164,True,250,0.9973939860156364,248,2026-08-15T16:28:55
335,edit_mode,spelling,0.01953125,1661_2,1661,18345,075c5cf8,en,256,1070,5,0.01953125,0.98046875,0.5195918367346939,0.5278688524590164,False,245,0.9999787328414994,5,2026-08-15T16:28:55
336,edit_mode,grammar,0.0390625,1661_2,1661,18345,075c5cf8,en,256,1085,10,0.0390625,0.9609375,0.5101214574898786,0.5278688524590164,False,247,0.9998840582027876,10,2026-08-15T16:28:55
337,edit_mode,punctuation,0.01953125,1661_2,1661,18345,075c5cf8,en,256,1070,5,0.01953125,0.98046875,0.5195918367346939,0.5278688524590164,False,245,0.9999787328414994,5,2026-08-15T16:28:55
338,edit_mode,light_copyedit,0.078125,1661_2,1661,18345,075c5cf8,en,256,1105,20,0.078125,0.921875,0.5117408906882591,0.5278688524590164,False,247,0.9999117974521927,20,2026-08-15T16:28:55
339,edit_mode,sentence_rewrite,0.18359375,1661_2,1661,18345,075c5cf8,en,256,1102,47,0.18359375,0.81640625,0.5563492063492064,0.5278688524590164,True,252,0.9998743489728678,45,2026-08-15T16:28:55
340,edit_mode,paragraph_rewrite,1.0,1661_2,1661,18345,075c5cf8,en,256,1278,256,1.0,0.0,0.6576,0.5278688524590164,True,250,0.9973939860156364,248,2026-08-15T16:28:55
341,edit_mode,added_paragraph,0.16339869281045752,1661_2,1661,18345,075c5cf8,en,306,1272,50,0.16339869281045752,0.8366013071895425,0.5414965986394558,0.5278688524590164,True,294,0.9999703010429805,50,2026-08-15T16:28:55
342,edit_mode,ai_intro_conclusion,0.189873417721519,1661_2,1661,18345,075c5cf8,en,316,1359,60,0.189873417721519,0.810126582278481,0.5422950819672131,0.5278688524590164,True,305,0.9998116067212058,60,2026-08-15T16:28:55
343,baseline,human,0.0,1661_3,1661,19345,075c5cf8,en,256,1090,0,0.0,1.0,0.5083333333333333,0.5278688524590164,False,252,1.0,0,2026-08-15T16:28:55
344,fraction_geometry,contiguous,0.02,1661_3,1661,19345,075c5cf8,en,256,1083,5,0.01953125,0.98046875,0.5103174603174603,0.5278688524590164,False,252,0.9999966239406161,5,2026-08-15T16:28:55
345,fraction_geometry,contiguous,0.05,1661_3,1661,19345,075c5cf8,en,256,1086,13,0.05078125,0.94921875,0.5103174603174603,0.5278688524590164,False,252,0.9999860925908464,13,2026-08-15T16:28:55
346,fraction_geometry,contiguous,0.1,1661_3,1661,19345,075c5cf8,en,256,1108,26,0.1015625,0.8984375,0.5198412698412699,0.5278688524590164,False,252,0.9998692386142668,26,2026-08-15T16:28:55
347,fraction_geometry,contiguous,0.15,1661_3,1661,19345,075c5cf8,en,256,1119,38,0.1484375,0.8515625,0.5285714285714286,0.5278688524590164,True,252,0.9998285170521051,38,2026-08-15T16:28:55
348,fraction_geometry,contiguous,0.2,1661_3,1661,19345,075c5cf8,en,256,1095,51,0.19921875,0.80078125,0.5373015873015873,0.5278688524590164,True,252,0.9998101500473006,50,2026-08-15T16:28:55
349,fraction_geometry,contiguous,0.25,1661_3,1661,19345,075c5cf8,en,256,1083,64,0.25,0.75,0.5361111111111111,0.5278688524590164,True,252,0.9997980528316094,61,2026-08-15T16:28:55
350,fraction_geometry,contiguous,0.3,1661_3,1661,19345,075c5cf8,en,256,1065,77,0.30078125,0.69921875,0.546031746031746,0.5278688524590164,True,252,0.9997441428977263,74,2026-08-15T16:28:55
351,fraction_geometry,contiguous,0.5,1661_3,1661,19345,075c5cf8,en,256,1069,128,0.5,0.5,0.574485596707819,0.5278688524590164,True,243,0.9995875346646051,124,2026-08-15T16:28:55
352,fraction_geometry,contiguous,0.75,1661_3,1661,19345,075c5cf8,en,256,1067,192,0.75,0.25,0.6115702479338843,0.5278688524590164,True,242,0.9994108286894726,187,2026-08-15T16:28:55
353,fraction_geometry,contiguous,1.0,1661_3,1661,19345,075c5cf8,en,256,1103,256,1.0,0.0,0.6560165975103734,0.5278688524590164,True,241,0.9988638726648263,248,2026-08-15T16:28:55
354,fraction_geometry,scattered,0.02,1661_3,1661,19345,075c5cf8,en,256,1101,5,0.01953125,0.98046875,0.5079365079365079,0.5278688524590164,False,252,0.9999753744593602,5,2026-08-15T16:28:55
355,fraction_geometry,scattered,0.05,1661_3,1661,19345,075c5cf8,en,256,1102,13,0.05078125,0.94921875,0.5059523809523809,0.5278688524590164,False,252,0.9999051254975491,13,2026-08-15T16:28:55
356,fraction_geometry,scattered,0.1,1661_3,1661,19345,075c5cf8,en,256,1130,26,0.1015625,0.8984375,0.5103174603174603,0.5278688524590164,False,252,0.9998805548236015,26,2026-08-15T16:28:55
357,fraction_geometry,scattered,0.15,1661_3,1661,19345,075c5cf8,en,256,1139,38,0.1484375,0.8515625,0.5142857142857142,0.5278688524590164,False,252,0.999716908555262,38,2026-08-15T16:28:55
358,fraction_geometry,scattered,0.2,1661_3,1661,19345,075c5cf8,en,256,1142,51,0.19921875,0.80078125,0.5222222222222223,0.5278688524590164,False,252,0.9997580492255412,51,2026-08-15T16:28:55
359,fraction_geometry,scattered,0.25,1661_3,1661,19345,075c5cf8,en,256,1153,64,0.25,0.75,0.5333333333333333,0.5278688524590164,True,252,0.9997029888775701,64,2026-08-15T16:28:55
360,fraction_geometry,scattered,0.3,1661_3,1661,19345,075c5cf8,en,256,1145,77,0.30078125,0.69921875,0.5436507936507936,0.5278688524590164,True,252,0.9996668957811462,77,2026-08-15T16:28:55
361,fraction_geometry,scattered,0.5,1661_3,1661,19345,075c5cf8,en,256,1154,128,0.5,0.5,0.5841269841269842,0.5278688524590164,True,252,0.9995493537222908,127,2026-08-15T16:28:55
362,fraction_geometry,scattered,0.75,1661_3,1661,19345,075c5cf8,en,256,1115,192,0.75,0.25,0.6175298804780877,0.5278688524590164,True,251,0.9993260562805251,187,2026-08-15T16:28:55
363,fraction_geometry,scattered,1.0,1661_3,1661,19345,075c5cf8,en,256,1100,255,0.99609375,0.00390625,0.6547325102880659,0.5278688524590164,True,243,0.9988533659490765,247,2026-08-15T16:28:55
364,fraction_geometry,sentence,0.02,1661_3,1661,19345,075c5cf8,en,256,1099,7,0.02734375,0.97265625,0.5126984126984127,0.5278688524590164,False,252,0.9998959891652414,7,2026-08-15T16:28:55
365,fraction_geometry,sentence,0.05,1661_3,1661,19345,075c5cf8,en,256,1101,20,0.078125,0.921875,0.5238095238095238,0.5278688524590164,False,252,0.9998085734999096,20,2026-08-15T16:28:55
366,fraction_geometry,sentence,0.1,1661_3,1661,19345,075c5cf8,en,256,1103,48,0.1875,0.8125,0.5388888888888889,0.5278688524590164,True,252,0.9997409871590692,46,2026-08-15T16:28:55
367,fraction_geometry,sentence,0.15,1661_3,1661,19345,075c5cf8,en,256,1103,48,0.1875,0.8125,0.5388888888888889,0.5278688524590164,True,252,0.9997409871590692,46,2026-08-15T16:28:55
368,fraction_geometry,sentence,0.2,1661_3,1661,19345,075c5cf8,en,256,1123,63,0.24609375,0.75390625,0.546,0.5278688524590164,True,250,0.999775063301919,61,2026-08-15T16:28:55
369,fraction_geometry,sentence,0.25,1661_3,1661,19345,075c5cf8,en,256,1125,87,0.33984375,0.66015625,0.564,0.5278688524590164,True,250,0.9993536187558248,85,2026-08-15T16:28:55
370,fraction_geometry,sentence,0.3,1661_3,1661,19345,075c5cf8,en,256,1125,87,0.33984375,0.66015625,0.564,0.5278688524590164,True,250,0.9993536187558248,85,2026-08-15T16:28:55
371,fraction_geometry,sentence,0.5,1661_3,1661,19345,075c5cf8,en,256,1091,162,0.6328125,0.3671875,0.6020746887966805,0.5278688524590164,True,241,0.9992993961683986,156,2026-08-15T16:28:55
372,fraction_geometry,sentence,0.75,1661_3,1661,19345,075c5cf8,en,256,1090,203,0.79296875,0.20703125,0.616597510373444,0.5278688524590164,True,241,0.9991627304524254,196,2026-08-15T16:28:55
373,fraction_geometry,sentence,1.0,1661_3,1661,19345,075c5cf8,en,256,1103,256,1.0,0.0,0.6560165975103734,0.5278688524590164,True,241,0.9988638726648263,248,2026-08-15T16:28:55
374,fraction_geometry,paragraph,0.02,1661_3,1661,19345,075c5cf8,en,256,1103,256,1.0,0.0,0.6560165975103734,0.5278688524590164,True,241,0.9988638726648263,248,2026-08-15T16:28:55
375,fraction_geometry,paragraph,0.05,1661_3,1661,19345,075c5cf8,en,256,1103,256,1.0,0.0,0.6560165975103734,0.5278688524590164,True,241,0.9988638726648263,248,2026-08-15T16:28:55
376,fraction_geometry,paragraph,0.1,1661_3,1661,19345,075c5cf8,en,256,1103,256,1.0,0.0,0.6560165975103734,0.5278688524590164,True,241,0.9988638726648263,248,2026-08-15T16:28:55
377,fraction_geometry,paragraph,0.15,1661_3,1661,19345,075c5cf8,en,256,1103,256,1.0,0.0,0.6560165975103734,0.5278688524590164,True,241,0.9988638726648263,248,2026-08-15T16:28:55
378,fraction_geometry,paragraph,0.2,1661_3,1661,19345,075c5cf8,en,256,1103,256,1.0,0.0,0.6560165975103734,0.5278688524590164,True,241,0.9988638726648263,248,2026-08-15T16:28:55
379,fraction_geometry,paragraph,0.25,1661_3,1661,19345,075c5cf8,en,256,1103,256,1.0,0.0,0.6560165975103734,0.5278688524590164,True,241,0.9988638726648263,248,2026-08-15T16:28:55
380,fraction_geometry,paragraph,0.3,1661_3,1661,19345,075c5cf8,en,256,1103,256,1.0,0.0,0.6560165975103734,0.5278688524590164,True,241,0.9988638726648263,248,2026-08-15T16:28:55
381,fraction_geometry,paragraph,0.5,1661_3,1661,19345,075c5cf8,en,256,1103,256,1.0,0.0,0.6560165975103734,0.5278688524590164,True,241,0.9988638726648263,248,2026-08-15T16:28:55
